minlp_time,lp_time,misoc_time
98.06,3.21,9.03
98.31,3.0,32.07
83.62,2.83,11.49
114.35,3.19,8.63
160.84,3.1,23.24
104.25,2.87,28.6
113.41,3.09,10.81
33.02,3.27,27.44
105.57,2.99,31.95
112.16,2.86,937.77
124.76,2.82,12.35
88.67,3.42,30.79
209.9,2.86,7.94
147.2,2.87,9.3
144.81,3.78,31.6
6.52,2.92,10.04
345.19,2.93,15.99
215.09,2.87,9.16
109.6,3.1,8.28
212.5,3.08,8.39
4.51,3.17,37.03
118.17,2.96,33.68
183.6,2.97,8.02
92.89,3.43,13.09
88.6,2.97,42.85
248.27,3.28,8.76
187.09,3.28,11.77
216.04,3.43,37.15
225.89,2.89,34.82
172.51,2.72,42.88
155.47,2.85,23.4
246.85,3.05,8.96
115.55,3.12,12.77
495.23,2.95,14.22
123.53,2.88,13.67
120.33,2.9,36.72
96.96,3.15,6.68
135.68,3.16,27.3
107.39,3.02,8.3
142.61,3.06,10.06
429.43,3.28,59.26
234.64,2.87,18.55
140.26,2.79,33.84
127.18,3.24,10.93
218.83,3.01,7.58
902.26,2.96,34.49
100.28,3.43,15.95
126.48,2.94,23.52
100.39,2.92,7.55
146.41,3.13,23.08
151.33,2.76,11.63
158.78,2.86,24.75
226.87,3.24,9.43
83.38,3.13,8.16
112.41,3.19,7.86
257.28,3.02,837.63
129.93,3.07,26.97
165.83,3.06,31.26
122.95,2.84,729.79
154.73,3.41,7.67
235.73,2.81,11.73
120.67,2.9,8.19
122.3,3.15,7.32
359.57,2.92,7.7
129.2,3.09,6.89
4.38,3.04,6.76
104.96,3.52,13.78
306.52,2.86,26.91
54.17,2.71,76.54
134.2,2.99,28.85
91.7,3.2,10.16
166.35,3.03,9.0
104.96,3.04,22.75
188.25,2.75,8.5
123.63,3.3,11.01
143.13,2.94,9.98
268.19,2.72,32.48
313.56,3.03,9.33
403.65,3.21,29.15
291.47,3.01,33.79
208.1,2.99,19.31
102.5,3.28,8.67
142.01,3.01,6.14
126.03,2.87,43.52
392.39,2.86,683.54
105.56,2.74,24.38
226.88,2.9,32.73
113.69,3.12,10.57
347.31,2.88,11.41
104.43,3.27,11.11
604.68,2.83,7.32
817.37,2.66,7.37
427.34,3.27,7.76
113.15,3.13,13.11
545.96,3.66,10.32
95.65,2.99,35.54
233.45,2.71,21.89
72.58,3.3,7.55
139.9,3.14,7.12
506.69,2.74,43.76
287.75,2.48,14.86
238.15,2.65,10.14
308.8,2.79,11.09
160.95,2.67,10.26
261.74,2.67,27.31
182.32,2.7,9.77
272.37,2.84,25.23
164.59,2.75,12.0
277.19,2.93,8.66
132.44,2.64,49.06
176.66,2.62,10.34
243.74,2.67,7.69
242.87,2.62,7.06
104.47,2.91,24.82
297.38,2.93,8.98
613.69,2.69,10.84
196.93,2.94,13.11
301.75,2.64,8.49
296.44,3.06,11.4
292.38,2.8,807.48
245.01,2.66,34.38
141.66,2.76,12.41
234.64,2.62,13.71
302.67,2.48,8.91
677.63,3.09,7.78
420.57,2.74,13.25
223.31,2.79,49.52
209.11,2.71,33.78
360.18,3.15,10.96
258.11,3.15,27.71
139.41,2.56,29.24
97.02,2.64,9.04
153.45,3.04,13.83
135.5,2.7,41.12
274.86,3.04,21.22
182.47,2.79,11.3
190.86,2.8,6.96
180.63,2.78,7.5
213.65,2.59,22.8
943.8,2.8,28.45
295.86,2.61,14.88
594.64,2.76,9.45
236.36,2.42,11.55
220.78,2.81,9.56
725.7,2.62,8.09
112.66,2.81,37.25
157.06,2.75,24.97
236.04,2.74,11.18
130.66,2.68,42.27
178.4,2.96,7.67
267.51,2.7,10.45
289.04,3.14,47.82
191.43,2.85,37.08
233.44,3.13,12.22
272.93,2.88,8.47
274.34,2.51,8.26
181.46,2.96,9.23
278.13,2.69,11.29
118.31,3.24,9.04
353.38,2.8,43.01
277.65,2.99,9.22
102.12,2.91,11.96
154.83,3.08,25.25
276.96,2.83,12.57
97.89,2.99,13.59
150.76,2.55,35.32
186.58,3.31,12.19
177.65,2.61,9.65
598.83,2.51,9.14
220.53,3.3,37.09
130.31,2.63,41.9
172.79,2.7,10.39
123.88,2.58,9.29
140.46,3.04,25.05
919.15,2.95,7.09
84.16,2.74,17.32
138.92,2.63,52.82
244.14,3.17,38.07
140.8,2.85,13.17
167.87,3.01,49.06
295.81,3.15,43.18
133.72,3.03,27.24
175.36,2.6,330.13
282.04,2.54,9.79
135.85,2.6,32.62
284.09,2.95,38.06
170.9,2.74,38.06
151.6,2.96,15.8
301.15,2.82,12.84
938.02,2.72,31.96
194.55,2.72,12.86
157.08,2.8,7.06
201.57,2.81,8.28
318.67,2.58,9.12
278.95,2.92,8.98
422.48,2.54,27.51
141.29,3.04,29.87
233.48,2.9,13.65
265.15,2.67,15.66
541.33,2.69,14.04
328.96,3.12,7.4
253.72,2.49,39.79
152.13,3.03,9.11
146.17,2.64,11.86
351.84,2.72,8.1
201.41,2.84,12.26
306.19,2.69,12.36
224.63,2.6,8.14
260.61,2.88,6.44
319.13,2.89,13.19
142.93,2.79,10.26
760.75,2.61,38.42
287.32,2.84,11.59
346.6,2.74,10.06
267.03,2.76,21.13
164.36,2.82,44.52
253.66,2.67,11.95
117.52,2.97,10.11
219.82,2.57,8.36
178.53,2.7,9.67
283.64,2.64,47.34
200.92,3.14,7.0
331.1,2.68,34.56
275.93,2.69,63.15
399.98,2.54,596.84
138.3,3.07,28.64
146.6,2.76,10.16
154.33,2.71,12.27
288.11,2.86,27.01
284.46,2.63,7.93
249.65,2.87,11.62
203.46,3.08,12.11
228.72,3.07,14.51
244.04,2.88,23.49
249.96,2.97,6.05
281.92,3.16,9.86
236.54,2.75,117.97
306.84,2.56,9.27
132.65,2.83,9.91
137.62,2.6,28.36
83.17,3.21,43.93
145.68,2.72,9.99
243.51,2.69,9.35
250.33,2.79,7.97
160.22,2.88,7.69
171.88,2.92,10.43
306.7,3.11,6.99
125.86,2.56,51.42
636.56,2.87,35.59
278.46,2.75,7.81
191.92,3.1,28.31
134.01,3.29,8.09
979.7,2.7,23.68
247.15,2.57,42.28
120.24,2.79,12.9
286.02,2.59,37.07
129.11,3.48,12.16
285.01,2.75,32.21
179.72,2.66,7.62
301.42,3.04,7.16
302.28,2.58,12.9
379.08,2.81,9.74
147.07,3.36,15.25
234.36,2.8,38.78
134.58,2.98,11.49
241.67,3.24,9.88
373.43,2.68,28.69
259.52,2.76,44.42
290.36,2.6,13.2
266.67,2.74,30.42
141.28,2.59,9.8
137.73,2.94,11.3
670.97,2.79,9.18
250.79,2.64,20.44
320.97,3.38,8.99
202.3,2.61,9.24
352.09,2.65,9.95
209.18,2.85,13.09
149.75,2.86,35.54
206.4,2.95,8.4
379.82,2.75,31.28
278.83,2.88,18.48
301.91,2.78,11.21
149.92,2.94,8.83
292.93,3.56,23.65
240.52,2.95,35.12
131.84,2.76,28.14
176.69,3.01,13.46
206.34,2.8,36.7
261.47,2.89,8.69
171.22,2.51,28.7
316.0,2.47,24.05
132.35,2.45,29.87
186.02,2.95,13.32
299.54,2.91,6.52
126.22,2.81,9.23
293.72,3.2,7.52
146.12,2.75,9.78
220.12,2.9,45.05
254.36,3.22,49.79
263.12,2.75,11.05
268.86,2.87,28.63
406.66,2.57,8.25
267.17,3.09,7.02
294.68,2.93,31.38
794.78,2.78,11.41
116.08,2.72,36.56
191.12,2.52,29.9
291.45,3.19,35.0
157.9,3.21,7.23
721.12,2.69,12.17
261.34,2.58,43.51
622.52,2.76,1001.29
172.57,2.8,11.45
151.86,2.7,7.36
420.91,2.67,11.9
722.63,2.67,27.64
610.55,3.14,33.47
265.51,2.86,22.65
239.34,2.68,8.44
133.12,2.66,9.74
152.58,2.91,9.23
223.36,2.62,9.12
257.22,2.76,9.12
342.76,3.12,7.56
341.25,2.86,6.95
241.58,2.74,96.83
258.81,2.97,42.8
845.56,2.82,10.44
248.6,2.93,22.13
229.79,3.18,44.96
235.37,2.65,48.74
307.23,2.57,6.89
845.48,2.69,9.37
278.2,3.45,8.53
381.1,3.19,10.07
343.41,3.08,7.21
274.68,2.81,16.7
138.38,2.88,7.74
240.54,3.0,27.41
190.04,2.69,9.67
252.35,2.55,12.23
431.17,2.69,9.01
184.7,2.57,43.37
264.07,2.7,7.33
1000.34,2.75,32.58
244.25,2.74,39.16
324.64,2.6,6.7
849.04,2.82,11.98
119.32,3.12,38.68
309.34,2.82,23.45
276.61,2.94,23.76
271.89,2.81,26.28
273.21,3.25,8.1
323.01,3.05,9.2
324.45,3.04,29.01
421.41,3.01,13.69
419.14,2.93,11.19
106.57,3.19,7.47
741.2,2.92,9.74
193.68,3.06,26.02
607.9,3.0,18.21
148.11,2.75,8.13
247.81,3.01,10.7
312.11,2.52,30.62
203.49,2.75,7.34
311.85,2.75,6.58
248.74,2.62,9.98
221.71,2.68,43.41
206.39,2.68,11.78
242.68,2.91,9.77
833.08,2.77,9.32
242.89,3.0,12.35
238.35,2.87,8.74
131.04,2.57,12.71
239.67,3.22,7.1
150.68,2.95,12.7
91.69,2.88,11.35
167.55,2.71,8.16
124.3,2.83,12.38
132.29,2.71,8.38
169.44,2.73,11.46
135.42,2.72,9.3
170.85,3.15,14.77
119.92,2.63,11.33
328.09,2.82,7.16
269.94,3.32,7.45
321.52,2.59,13.27
163.54,2.72,7.54
221.57,2.7,7.42
261.25,2.75,981.33
152.22,2.91,9.54
166.44,2.68,41.38
192.86,2.79,57.71
223.16,2.79,26.99
298.36,3.15,16.29
293.23,2.68,39.78
269.55,2.85,7.28
129.46,2.58,19.99
292.59,2.84,12.98
170.67,2.86,784.04
321.04,2.86,7.64
316.86,2.96,10.73
282.82,2.8,26.24
145.91,2.91,26.57
254.76,2.78,12.98
249.7,2.82,10.1
171.16,3.05,36.15
155.96,2.62,10.72
376.28,2.98,11.3
301.55,2.87,47.44
258.82,3.1,7.55
308.81,3.01,8.7
204.8,2.77,19.74
200.21,2.67,29.57
145.23,3.16,8.91
244.14,2.97,13.12
297.65,2.81,27.23
300.18,2.56,37.36
141.43,3.27,9.58
160.32,3.05,12.23
127.22,2.92,22.03
300.49,3.49,11.71
135.67,2.82,28.83
157.66,2.91,11.35
167.27,3.18,31.18
316.56,2.7,32.09
240.1,2.99,35.85
244.87,2.85,9.28
121.47,3.01,6.59
182.63,2.85,35.11
118.42,2.57,27.16
225.46,2.54,6.71
245.42,2.72,11.36
718.1,2.45,11.13
285.28,2.85,7.71
136.01,2.69,11.1
165.9,2.98,13.7
442.23,2.95,38.71
274.68,3.21,9.4
830.48,2.83,7.6
196.75,2.95,6.4
165.96,2.83,9.13
295.54,2.73,33.45
259.34,3.21,30.03
139.4,2.81,71.78
137.84,2.78,34.27
341.31,2.73,8.35
234.36,2.67,20.7
187.69,2.67,9.35
234.07,2.98,28.24
141.74,2.48,22.96
339.49,2.55,26.34
259.27,3.06,19.59
234.31,2.9,41.85
307.71,2.75,13.38
161.5,2.83,8.98
215.22,2.73,11.15
244.99,2.6,23.34
141.85,2.86,9.85
166.66,2.59,9.83
178.22,2.71,8.65
245.51,2.81,32.81
828.24,2.5,23.39
139.95,2.81,11.44
281.81,2.79,35.46
190.37,2.53,26.19
146.55,2.66,28.71
209.4,2.85,7.8
238.39,3.8,7.96
101.98,2.98,12.43
232.12,3.46,5.86
304.72,3.08,10.28
91.28,3.44,462.1
164.31,2.97,31.04
284.23,2.74,26.06
802.13,3.18,8.83
118.53,3.11,13.07
133.38,2.92,37.8
385.52,3.33,40.37
288.41,2.89,7.92
322.24,3.15,7.18
194.73,2.81,34.58
253.56,2.99,6.92
112.66,3.29,19.67
317.96,3.07,12.58
89.23,3.13,10.21
145.02,2.88,6.23
545.41,3.36,7.25
546.3,3.07,25.27
122.66,2.8,24.78
231.1,2.89,14.69
219.8,3.09,934.49
142.14,3.1,6.82
362.06,3.05,7.1
104.31,3.25,6.63
75.45,3.33,11.54
142.31,3.38,8.4
232.86,3.37,776.2
89.9,3.06,27.6
243.8,2.89,33.36
146.86,2.76,15.43
300.29,2.89,11.5
556.13,3.09,32.25
133.9,3.45,11.54
239.67,2.86,7.12
101.28,3.04,8.07
153.04,2.71,280.87
96.31,2.91,14.98
234.48,3.53,7.88
102.79,2.77,8.53
111.51,3.06,8.26
238.3,2.97,53.12
305.22,3.34,8.27
112.05,3.6,8.81
267.62,3.27,8.39
98.76,2.85,23.85
4.77,3.1,8.36
5.04,2.93,9.63
106.92,3.2,33.98
206.97,2.96,7.73
333.58,2.81,958.52
282.99,2.88,12.33
250.23,3.33,11.47
123.11,2.87,33.13
275.96,2.92,35.31
564.92,2.83,8.52
4.23,3.09,28.97
237.2,3.23,9.26
109.02,2.94,37.24
214.89,3.24,30.23
291.56,3.09,76.04
521.72,3.14,11.67
261.76,2.98,12.6
144.09,2.72,829.35
129.5,3.16,9.82
210.58,2.93,24.92
242.32,3.15,10.07
91.23,2.78,33.83
275.44,3.04,36.8
134.69,2.92,9.31
116.35,2.84,9.82
122.13,3.23,31.21
61.78,2.93,23.39
118.05,3.25,8.22
260.93,2.79,11.14
6.51,3.03,29.61
768.05,3.27,10.66
113.93,2.81,26.23
302.26,2.97,26.5
82.06,2.99,12.31
554.52,3.03,39.11
96.02,3.48,10.81
155.68,2.83,27.32
101.96,3.13,10.81
185.4,2.89,29.58
102.29,2.97,7.21
435.75,3.31,11.33
115.15,2.94,25.82
392.4,3.11,30.7
161.01,3.05,17.54
112.85,2.89,146.75
759.22,3.11,7.96
631.32,2.94,29.02
212.66,2.92,9.56
118.74,3.21,10.26
532.64,3.05,10.02
262.09,2.93,755.97
414.05,3.0,21.01
246.88,3.05,33.63
341.17,3.14,32.7
146.98,2.86,12.35
149.39,3.22,9.83
120.36,2.76,24.37
257.04,3.19,25.32
117.71,2.94,33.56
225.31,2.9,33.45
221.68,3.11,8.76
122.61,2.74,9.32
233.36,2.97,8.36
93.91,3.01,30.77
247.8,3.32,6.83
961.04,3.22,36.52
257.21,2.91,31.32
71.8,3.0,26.52
124.65,2.84,392.29
115.28,3.31,33.11
104.28,3.11,32.78
235.76,3.51,11.7
96.47,2.93,32.29
205.17,2.94,34.15
134.86,2.78,9.7
882.78,2.85,7.77
142.4,2.82,9.74
443.49,3.31,31.18
241.71,2.74,27.18
130.45,2.79,21.14
155.66,2.99,8.39
248.66,3.0,27.02
121.51,2.66,740.67
227.41,3.36,14.57
116.86,3.4,12.23
209.33,3.02,14.21
114.4,2.63,30.57
255.18,2.92,36.29
131.93,2.9,7.54
212.95,3.18,8.58
128.79,2.71,35.15
100.57,2.97,7.8
202.86,3.09,11.19
159.82,3.18,9.79
127.5,2.91,6.73
906.15,2.67,36.0
246.7,3.08,35.99
122.29,3.25,25.31
73.88,2.73,7.19
185.3,2.84,27.16
115.59,3.05,28.06
314.27,2.97,60.71
322.1,2.84,7.07
194.45,3.17,28.12
373.09,2.67,30.61
249.16,3.33,20.65
146.06,2.84,27.53
167.82,2.78,30.07
268.08,3.18,34.85
168.73,3.53,10.94
237.39,3.16,11.32
244.69,3.05,11.4
230.06,2.77,14.83
234.65,2.89,50.01
178.82,3.04,25.65
266.26,2.88,8.45
138.56,2.81,9.35
109.07,3.28,32.42
116.18,3.02,8.99
121.33,3.31,11.13
183.27,2.95,850.52
318.11,2.72,29.0
87.98,2.86,25.99
364.27,3.1,9.19
134.79,2.89,6.74
160.52,3.3,7.75
92.45,3.08,32.74
310.4,3.02,8.85
254.93,3.34,12.89
284.4,3.14,31.88
383.08,3.12,34.64
481.14,3.01,9.43
344.62,3.09,29.61
100.21,3.01,8.44
285.36,2.89,32.67
243.49,3.09,7.12
115.18,3.29,17.34
147.52,2.94,38.7
343.79,3.12,12.11
707.07,3.17,8.83
111.06,3.14,38.83
243.34,3.0,7.13
149.74,3.4,27.16
264.45,3.11,36.11
404.51,3.12,37.97
126.8,3.2,6.86
277.43,3.27,12.99
313.41,3.61,12.99
115.47,2.87,28.74
408.17,2.94,7.28
245.89,3.01,179.77
234.98,3.05,10.79
242.58,3.1,24.77
294.56,3.33,37.85
286.61,3.26,10.85
264.5,2.77,31.38
452.7,2.97,20.44
104.49,3.66,14.98
420.23,3.11,34.83
120.54,3.52,13.04
246.33,2.77,37.55
637.24,2.86,51.85
263.66,2.95,11.69
151.03,2.89,11.32
193.94,2.72,47.9
222.41,2.87,28.23
106.19,3.33,10.73
125.58,2.71,28.33
100.95,3.01,29.75
111.34,3.04,13.19
132.88,2.97,36.96
119.15,2.95,13.03
546.44,3.7,8.72
368.74,3.11,19.98
250.13,2.99,34.51
580.69,3.03,19.32
250.59,3.57,32.18
119.53,2.79,40.23
88.14,2.83,22.05
193.74,2.94,35.78
223.18,3.41,6.97
241.48,3.16,10.76
97.25,3.2,17.48
90.13,2.96,10.21
163.23,2.88,24.51
254.04,3.3,7.92
141.08,3.02,30.45
555.72,3.7,22.45
130.47,3.23,10.51
130.31,3.51,12.14
129.09,3.09,898.17
98.92,2.97,14.72
183.26,3.04,6.61
137.47,3.36,19.17
283.11,3.31,8.66
111.67,3.47,8.98
107.67,2.89,7.99
166.69,3.29,11.14
300.92,3.07,7.27
237.94,2.94,9.22
105.07,2.88,33.13
347.51,2.96,12.19
211.94,2.96,10.09
174.59,2.76,37.12
83.68,2.9,36.2
262.54,2.78,12.47
164.57,2.78,10.69
138.28,2.97,11.26
8.29,3.05,28.49
124.39,2.93,8.68
105.61,3.09,29.56
254.29,3.19,29.62
237.81,3.22,43.12
235.38,3.07,11.57
221.73,3.11,7.71
219.5,2.98,28.17
244.97,3.18,32.21
761.23,2.95,9.69
237.68,3.04,36.89
739.22,3.08,11.67
132.16,3.18,7.21
5.25,3.01,10.5
186.72,3.35,12.25
624.45,2.9,29.67
134.1,3.08,15.63
264.86,2.93,20.74
277.09,3.32,183.49
356.96,3.02,9.62
306.59,2.92,7.42
128.58,3.31,13.56
92.73,2.84,10.31
288.74,3.3,12.46
91.15,3.6,25.29
309.6,2.7,22.23
226.89,2.66,31.59
236.36,3.23,7.57
132.93,2.77,12.4
89.1,3.07,10.23
208.25,3.32,7.81
134.79,2.93,8.04
243.64,2.79,34.59
116.91,3.17,46.74
324.45,2.95,8.05
637.05,3.29,30.91
127.97,3.25,37.02
100.34,2.98,68.58
634.77,3.22,7.83
209.26,2.82,13.32
145.66,3.54,7.83
258.91,2.79,6.99
87.15,3.12,11.37
88.37,3.39,18.14
88.09,2.84,15.48
140.63,3.1,26.4
121.36,2.9,7.43
604.7,3.18,12.29
282.67,2.91,10.47
118.66,2.88,30.01
127.25,2.82,8.9
320.66,2.89,12.78
179.1,2.99,9.14
247.76,2.93,8.85
84.44,2.98,10.59
243.33,2.82,28.47
171.67,3.03,35.55
123.23,3.13,30.02
150.01,3.15,40.34
134.25,3.14,30.87
293.16,3.25,8.29
101.54,3.03,12.01
257.15,3.09,7.87
227.68,2.93,35.33
123.06,3.19,28.78
103.39,2.89,7.29
235.74,3.23,15.0
824.76,3.35,10.73
107.18,3.44,11.7
207.94,3.55,10.17
259.13,3.21,16.78
548.58,3.11,10.95
4.55,3.3,10.5
12.16,3.07,30.64
122.52,2.96,25.33
399.12,3.24,8.71
126.47,3.02,7.54
277.05,3.03,12.16
253.91,3.3,7.62
225.57,3.06,14.4
331.49,2.78,16.85
112.16,3.53,12.23
538.99,3.01,13.41
113.25,2.95,21.08
351.04,2.95,7.08
237.18,3.75,12.41
245.64,3.23,13.65
141.35,2.93,31.5
204.68,2.88,32.82
213.91,3.06,14.55
369.64,3.68,24.54
274.92,2.92,6.71
622.46,2.79,33.99
245.77,2.83,1000.68
5.67,2.97,13.78
181.21,3.15,13.15
104.07,2.84,9.63
116.75,3.14,12.12
239.18,2.89,22.98
87.95,2.77,22.82
144.78,3.14,64.59
646.78,2.9,31.44
200.51,2.99,10.47
180.13,2.92,11.01
232.1,2.87,9.54
254.09,3.18,7.28
330.69,3.42,12.37
189.16,2.83,37.07
136.99,2.96,35.01
162.46,2.94,36.36
598.06,2.96,13.99
108.72,3.34,11.25
295.79,3.46,29.22
506.43,3.02,14.84
4.88,2.99,7.05
243.04,3.07,12.56
254.6,3.35,9.32
243.02,2.99,14.95
120.99,3.62,15.01
192.16,3.32,8.31
161.45,2.82,46.0
121.86,3.14,12.37
254.84,3.62,23.23
132.84,2.88,10.35
221.7,3.02,24.75
108.56,2.76,7.02
224.73,3.22,8.83
343.43,3.11,7.46
263.24,2.73,37.18
427.85,2.94,32.63
129.37,2.75,36.25
106.34,2.99,42.35
198.95,3.11,38.3
609.96,3.06,28.97
108.17,3.24,10.76
309.72,3.25,782.97
484.01,2.77,38.37
99.82,2.95,8.44
112.52,3.14,7.9
126.5,3.16,9.52
333.86,3.43,29.71
213.39,3.28,33.54
123.58,2.71,6.49
87.36,2.89,27.19
225.2,2.92,11.23
375.4,3.27,14.19
98.27,3.04,34.9
233.3,3.19,9.18
256.4,2.93,11.44
4.44,2.88,8.66
131.62,3.42,8.28
301.06,2.86,30.81
120.53,2.93,8.05
150.21,3.03,29.96
164.1,3.02,33.48
106.36,3.06,32.09
129.1,3.15,27.71
214.28,3.08,8.91
108.86,3.46,12.62
130.1,2.61,26.6
88.59,3.92,15.31
262.35,2.93,14.07
86.2,2.91,39.09
7.25,3.7,6.52
254.51,2.96,24.53
213.8,3.36,9.69
385.63,3.37,30.44
135.56,3.52,7.76
149.84,2.98,32.8
118.26,2.89,685.26
305.37,2.9,10.01
126.79,2.83,6.26
304.94,3.02,7.35
198.93,2.87,39.17
635.55,3.82,11.85
128.37,2.81,32.12
250.1,2.78,34.84
787.91,2.98,6.56
587.73,3.1,19.62
243.2,3.11,27.96
105.75,2.81,8.09
710.26,2.98,30.93
163.64,3.15,12.52
111.8,3.21,8.06
256.83,2.69,11.01
247.93,3.09,8.89
121.43,3.1,36.68
290.0,2.79,7.35
105.69,3.03,39.12
943.92,2.92,32.01
108.76,3.02,8.43
109.04,2.9,37.29
252.75,2.61,38.83
94.89,3.32,12.25
186.27,2.99,13.13
118.43,3.94,38.58
398.76,3.15,11.63
335.44,3.32,11.07
244.74,3.29,7.59
239.52,2.83,13.6
98.03,3.91,23.5
85.75,3.0,24.71
268.22,3.28,27.4
236.44,3.21,31.82
114.82,3.24,36.52
132.62,2.82,39.23
99.32,3.46,7.0
252.79,2.95,45.02
103.06,3.6,35.9
115.81,2.86,412.55
293.54,3.06,33.67
121.49,3.1,34.98
128.29,3.1,7.23
238.8,2.82,25.6
93.14,3.17,20.17
105.02,3.35,28.73
147.03,3.46,25.98
152.63,2.98,11.31
259.12,2.94,6.38
134.34,3.48,10.48
422.76,3.34,25.36
125.98,3.03,45.97
255.13,3.44,10.25
134.53,3.17,10.84
238.27,2.77,37.26
302.87,3.01,10.6
242.54,3.35,12.95
242.74,3.17,7.03
139.89,2.91,641.14
230.46,2.75,7.59
341.05,2.93,10.17
198.96,3.11,8.57
123.02,3.41,38.42
85.98,2.92,25.21
553.46,3.73,7.25
251.49,2.9,11.43
108.32,3.28,12.77
241.96,2.9,13.17
454.4,2.86,43.96
5.05,3.22,40.06
258.03,2.79,7.57
243.39,2.99,20.15
250.69,3.04,13.5
112.81,3.19,30.86
646.99,3.06,12.03
724.57,3.24,18.75
275.8,2.81,43.89
684.5,2.55,11.73
280.79,3.4,30.21
660.41,2.78,34.44
162.48,2.82,7.19
88.22,2.93,10.79
115.36,3.15,32.81
296.35,2.8,34.6
141.47,3.6,9.09
228.35,3.05,7.25
266.96,3.09,26.52
338.21,2.9,36.56
151.3,3.39,12.11
256.95,2.84,35.09
242.25,2.97,7.65
120.15,3.41,24.12
354.69,3.33,12.51
242.72,3.35,7.11
121.32,3.14,15.21
301.59,2.85,7.89
215.34,3.16,10.46
241.34,3.35,6.06
896.04,2.78,7.66
103.04,3.06,27.9
291.93,3.02,27.55
112.02,2.83,22.01
222.1,3.31,17.41
108.33,3.16,11.65
167.64,3.33,27.86
114.08,2.79,42.9
135.96,3.41,38.91
228.72,3.28,22.56
143.56,2.88,47.47
517.05,2.8,23.4
202.89,3.69,11.71
162.72,3.56,28.69
252.98,3.25,15.05
986.48,3.0,27.36
133.13,3.22,10.18
255.76,2.86,23.54
229.85,3.54,9.34
261.5,2.95,7.58
143.3,3.18,23.15
287.56,3.38,7.17
116.28,2.95,28.32
233.78,2.96,10.51
108.09,2.95,33.98
381.97,3.06,9.05
268.73,2.78,26.43
283.68,3.33,760.94
249.94,3.27,11.16
310.13,3.33,7.51
243.52,2.97,7.39
835.59,3.09,25.87
211.6,2.91,33.22
83.07,3.15,14.06
113.77,3.03,10.13
236.8,2.9,7.78
